: 6381
KENT	Why: 1
	following]: 1
erring: 2
ink: 1
KENT	He: 1
Benvolio: 1
arms!: 1
since,: 1
in]: 3
since.: 2
favour]: 1
	Two: 5
didst: 16
dilatory: 1
deadly: 5
forests: 1
lately: 1
slumbers: 1
since?: 1
new-create: 1
again]: 1
suspicions?: 1
misconstruction;: 1
behold: 7
nurse;: 3
nurse:: 1
in?: 3
	Five: 2
cohorts,: 1
again,: 15
in;: 6
OTHELLO	But: 1
oppression: 3
again!: 4
dismantle: 1
again:: 7
numb'd: 1
in.: 7
LEAR	Arraign: 1
wrenching: 1
again?: 5
DESDEMONA	A: 2
money:--I: 1
DESDEMONA	O: 3
nurse!: 1
	forked: 1
DESDEMONA	I: 22
ghost: 1
Flibbertigibbet:: 1
EDGAR	[Aside]: 4
breaks: 1
	blind: 1
Bedlam.: 1
	Ripeness: 1
perpendicularly: 1
Flibbertigibbet,: 1
pension: 1
trial,: 1
well-favour'd,: 1
compare:: 1
buoy: 1
smokes;: 1
son!: 1
party:: 1
child: 13
EMILIA	Lady,: 1
creditor:: 1
blisters: 1
MONTAGUE: 3
ROMEO	Commend: 1
mansion: 1
oldest: 1
saved: 3
	both: 2
one?: 2
Watch: 1
infection: 2
Tut,: 1
kissed!: 1
OTHELLO	Holla!: 1
messenger: 3
	ears: 1
Servant	I'll: 1
worth: 10
following,: 1
quarrelling!: 1
amorous: 3
LODOVICO	Hark!: 2
	O,--Desdemona,--: 1
	Hysterica: 1
justicer;: 1
	[JULIET: 2
disobedient: 2
justicer,: 1
quarrelling:: 1
manes: 1
we'll: 14
simpleness.: 1
fogs: 1
	found: 1
we'ld: 1
GONERIL	So: 1
	addition: 1
IAGO	It's: 1
stink.: 1
Dost: 5
to;: 9
others?: 1
seas,: 1
horn: 1
depraved: 1
soul,--: 1
OTHELLO	Indeed!: 2
wagoner: 2
plainness,: 1
others,: 1
Tush,: 1
scatter'd,: 1
	father: 2
Captain	'Tis: 1
EDMUND	Bethink: 1
lazy-pacing: 1
CAPULET	What: 5
Whiles: 1
another,: 4
OTHELLO	Hang: 1
	Prosper: 1
above: 11
frank: 3
churches: 1
MONTANO	Nay,: 1
told: 19
mistress?: 1
dignified.: 1
mistress;: 2
mistress:: 1
PARIS: 1
decay,: 1
usurps: 1
	let: 1
EDGAR: 6
backs.: 1
mistress.: 6
backs,: 1
mistress,: 7
greedy: 1
oats;: 1
mistress': 6
among.: 1
Marshal: 1
mistress!: 2
celebration: 1
less,: 3
less.: 3
balance: 1
daughter: 19
vurther: 1
Tuesday: 2
Queen: 1
	demonstration: 1
less!: 1
cot-quean,: 1
fool's: 1
smoke: 1
less;: 1
'bove: 1
surely: 2
doleful: 1
master,: 5
out-jest: 1
envious: 4
gentleman!: 5
secure: 3
thought,: 4
gentleman,: 8
gentleman.: 1
darlings: 1
cowish: 1
OTHELLO	Worthy: 1
thrust: 5
pierce?: 1
GLOUCESTER	The: 4
Gentleman	They: 2
Meet: 1
	Better: 1
glance: 1
pinch!: 1
liege.: 1
gentleman;: 1
gentleman:: 1
plot: 2
	[Re-enter: 31
alligator: 1
handkerchief:: 2
gloss: 1
handkerchief?: 4
world's: 6
bird.: 1
Stay: 1
saw't:: 1
press'd: 1
met,: 3
EDGAR	Bear: 1
	If't: 1
handkerchief.: 3
IAGO	[Aside: 2
drinking?: 1
said;: 3
drinking:: 1
	falls: 1
many,: 3
handkerchief]: 1
pierced: 2
alack,: 4
I	Before: 1
CORDELIA	Good: 1
consent,: 2
fantasy.: 1
striving: 1
alack!: 1
mountains: 1
honour's: 1
word: 22
choose;: 1
lym,: 1
wills,: 1
books,: 2
inform'd: 6
SAMPSON	Well,: 1
	her;: 1
worm: 2
worn: 2
OTHELLO	Prithee,: 1
society:: 1
ere: 24
punish'd: 2
DESDEMONA	'Tis: 1
LAURENCE	Hark,: 1
	her,: 1
sight!: 9
favour,: 3
la,: 1
GLOUCESTER	You: 2
radiance: 1
thought;: 2
serpent: 2
quivering: 1
horns: 1
CORNWALL	My: 1
in: 818
	Assays: 1
custom,: 3
plants,: 1
bare,: 2
KENT	A: 4
pricking,: 1
LAURENCE	O: 1
LAURENCE	I: 3
things;: 1
provide: 1
extremity.: 3
	Call: 8
GRATIANO	This: 1
Run,: 1
weapons]: 1
rivall'd: 1
said.: 1
foxes.: 1
GRATIANO	Roderigo!: 1
ordinary: 1
letter's: 1
	Rive: 1
weapons,: 2
weapons.: 3
after: 21
friar's: 1
Will: 5
lay: 23
	Pins,: 1
	sent: 1
law: 13
arch: 1
depended.: 1
Nurse	Honest: 1
claim,: 1
hasty: 2
baseness?: 1
greet: 4
favour;: 1
REGAN	No: 1
ROMEO	She: 2
green: 6
gladly,: 1
Trust: 1
order: 2
husband.: 6
Musician	Hang: 1
office: 6
consent: 6
strain'd: 2
ears?: 2
'father': 1
satisfied: 2
ears:: 1
ears;: 1
wrathful: 1
ears!: 1
ears,: 3
ears.: 2
I'm: 1
behalf.: 1
shortly:: 1
chamber-door: 1
Attendants]: 16
CORNWALL	This: 2
	shalt: 2
behalf;: 1
begot: 2
	shall: 5
trundle-tail,: 1
	Lovers: 1
knocks;: 1
then: 83
them: 93
affected: 1
merciful;: 1
PRINCE	Benvolio,: 1
Roderigo:: 2
Roderigo;: 1
thee: 186
safe: 4
Roderigo?: 2
JULIET	To: 1
young,: 5
Roderigo!: 5
roughness,: 1
modest.: 1
they: 144
Capulets!: 1
fear: 27
Attendants.: 2
Roderigo.: 5
boots:: 1
Roderigo,: 5
ancient;: 1
lately,: 1
renew'd: 1
	lingered: 1
goodness?: 1
toasted: 1
ROMEO	Out--: 1
IAGO	Though: 1
worshipp'd: 1
feeds: 2
	Got: 2
swagger?: 1
shows,: 1
shows.: 1
now--: 2
Verona,: 2
owest,: 1
Verona.: 1
crimes: 1
slavery,: 1
mangled: 3
living: 5
dearest,: 1
CAPULET	So: 2
PETER	I: 2
flock: 1
slew: 6
Verona:: 1
Verona;: 2
LEAR	How: 3
create!: 1
whining: 1
PRINCE	Search,: 1
weak,: 2
forty: 4
fellows: 5
strangers: 1
fellowship: 1
	Talk: 1
	one: 1
medicine: 3
	Throw: 2
pined: 1
forth: 14
thee--: 2
Fare: 2
	home;: 1
	Lifts: 1
EDMUND	He: 1
epicurism: 1
	discommend: 1
KENT	Who's: 3
	Go;: 1
mourning: 1
DESDEMONA	What's: 1
post-post-haste: 1
Gentleman	Most: 1
	carbonado: 1
people's: 1
kneel.: 1
council!: 1
delight: 3
fellow?: 6
fellow:: 1
fellow;: 2
coxcombs: 3
life:: 5
	Whate'er: 2
bare-foot: 1
'Good: 2
fellow,: 7
	forbearance: 1
fellow.: 7
	Heaven: 3
oppose: 1
dialect,: 1
knives,: 1
kin: 2
fears?: 1
love.: 20
waste:: 1
zir:: 1
waste,: 2
	Culling: 1
another: 22
CAPULET	And: 2
disembark: 1
thick: 1
	Ah,: 5
	Back,: 1
Capulet: 1
Welcome,: 2
power,: 6
ROMEO	Gentle: 1
can:: 1
EMILIA	'Tis: 2
direction,: 1
power!: 1
scene,: 1
	Haply: 1
i': 37
airy: 3
block;: 1
dogs: 3
roundest: 1
differences,: 1
	trumpet: 1
happily: 2
	Till: 15
MERCUTIO	You: 1
lawful?: 1
Gratiano?: 1
suited:: 1
PETER	Pretty: 1
scant: 5
	'Let: 1
grey-hound,: 1
wasted: 1
bewray,: 1
lawful.: 1
	Warm: 1
dog.: 1
mercy: 6
dog,: 6
hears,: 1
	No: 17
	Yes,: 1
tavern: 2
air,: 6
	Hear,: 1
RODERIGO	By: 1
dog!: 3
fix'd: 2
RODERIGO	Be: 1
Titan's: 1
dog;: 1
iron: 3
tackled: 1
air:: 1
air;: 3
powers: 3
SAMPSON	Nay,: 1
bad'st: 1
distract:: 1
	return: 1
exercise,: 1
unchaste: 1
access.: 1
opposeless: 1
	do: 2
CASSIO	Iago: 1
manner: 2
wont,: 1
eels: 1
ponder: 1
strength: 9
realm: 1
	(Sailor:): 1
convenient: 2
often,: 2
little.: 3
ay,: 9
blow!: 1
bastardizing.: 1
me's: 1
forces: 1
pilgrimage: 1
seat;: 1
rememberest: 1
content,: 2
content.: 2
thing,: 6
maiden: 2
SAMPSON	Yes,: 1
content!: 1
what: 190
	thankfully.: 1
anatomy: 1
ambuscadoes,: 1
immediacy: 1
happy!: 1
perforce: 6
content;: 2
bottle.: 1
freely.: 1
Fool	This: 2
grave: 12
darkness: 3
	mourners,: 1
return'd?: 1
	Honey,: 1
day!: 17
fitter: 1
knows,: 2
	Arise,: 3
return'd.: 1
DESDEMONA	To: 2
JULIET	daughter: 1
	marks: 1
	our: 2
notion: 1
maidhood: 1
IAGO	How: 5
crust: 1
sister?: 2
musty: 2
flattering-sweet: 1
Senator	You: 1
affections': 1
subtle: 2
Capulet,--which: 1
busy,: 1
dropp'd.: 1
LEAR	How,: 1
vessels,: 1
hither.: 9
	Spoke,: 1
hither,: 15
LEAR	Upon: 1
	unhappily;: 1
	Unfold: 1
sentence: 6
run?: 1
hither;: 2
hither:: 5
agate-stone: 1
misgives.: 1
roses,: 1
pursuing: 1
ROMEO	Bid: 2
pegs: 1
run,: 3
predecessor: 1
do: 318
moon-shines: 1
forsworn: 1
loved: 20
point,: 1
empty;: 1
upon?: 1
leisure: 2
frowning: 1
gored: 1
Reputation: 1
Capel's: 2
motions,: 1
dame,: 2
	figure:: 1
'twould: 2
	Commit: 1
runs: 5
	Burning,: 1
Lear's: 3
overheard'st,: 1
sky.: 1
o'er: 22
	makes: 1
children's: 1
knots;: 1
	[Sleeps]: 1
plant: 2
cod's: 1
squadron: 1
steal: 6
money:--the: 1
into.: 1
EDMUND	Here: 1
loves!: 1
civet,: 1
lead,: 1
REGAN	'Tis: 2
dies.: 1
offended,: 1
		what: 1
dependants,: 1
damnation: 1
trance]: 1
miserable: 3
offended?: 1
IV	Hall: 1
Nurse	Yes,: 1
draws: 1
soles:: 1
away: 24
compass?: 1
gentleman: 10
bier: 1
yet: 109
chiding: 1
	Must: 9
tainted: 1
groan:: 1
caught;: 1
drawn: 3
foe.: 2
foe,: 2
OTHELLO	Excellent: 2
we: 147
terms: 5
lover: 1
inn:: 1
Edgar: 3
Farewell,: 1
Farewell.: 2
	[Servants: 1
seem'd: 4
unfold: 2
depend;: 1
	[Comes: 1
	Tripp'd: 1
	Things: 1
	sake,: 1
received: 7
climate: 1
encounter,: 1
wedding-bed;: 1
ill: 11
'whore:': 1
countries,: 1
princox;: 1
Servant	You: 2
Bring: 3
	Brother,: 1
brag: 1
unswear.: 1
cave?: 1
draw.: 4
hers,: 5
draw,: 2
groans: 2
tinder,: 1
dies]: 2
match'd:: 1
	Something,: 1
tough: 1
gentlewoman,: 2
gentlewoman.: 1
bestows: 1
character: 1
travels': 1
trunk: 2
mutations: 1
KENT]: 9
GONERIL	|: 1
gentlewoman?: 1
infirm: 1
wider: 1
	Cassio's: 1
	[Looking: 1
speak: 75
GONERIL	I: 1
	[Fool: 1
petty: 1
deer,: 1
GONERIL	O: 1
harm?: 1
condemned: 1
wind-instrument: 1
possess,: 1
harm:: 1
Messenger,: 1
Drown: 1
	courteous,: 1
glares!: 1
harm.: 2
harm,: 1
thrice: 2
duties: 3
	mind's: 1
wide.: 1
beloved: 2
beastly: 1
	revel: 1
wide!: 1
OTHELLO	Are: 3
signior: 1
I	what: 1
IAGO	What,: 5
KENT	: 8
aim'd: 1
gracious: 4
challenge.: 1
has: 18
harms: 2
reciprocal: 1
	gentle: 1
air: 7
aim: 2
wretches,: 1
dozen;: 1
JULIET	Give: 1
engine,: 1
DESDEMONA	Come,: 1
property: 2
concludes: 1
known,: 2
scalding,: 1
KENT,: 8
'mongst: 1
	Unless: 5
blame;: 2
blame:: 1
faith.: 1
faith,: 18
	[Takes: 1
CASSIO	This: 2
cistern: 1
SAMPSON	My: 1
faith!: 1
sting: 1
countryman: 1
	maledictions: 1
dizzy: 1
blame,: 2
SAMPSON	Me: 1
blame.: 4
Fool	Not: 1
stint: 1
Fool	Nor: 1
infold: 1
	contents,: 1
camp,: 2
casualties,: 1
camp.: 1
perform: 2
nobody: 1
bedchamber: 1
Stop: 1
lose't: 1
CORNWALL	And: 1
CASSIO	He: 2
	lecherous.: 1
descend: 1
	Almost: 2
monarch: 1
thunderbolts,: 1
up-fill: 1
GREGORY	'Tis: 1
Fool	No,: 2
discourse:: 1
deceased,: 1
knights:: 1
swell: 2
rail: 2
JULIET	That: 2
hand: 25
ingraft: 1
knights!: 1
maidenheads;: 1
	Sharp: 1
descry: 2
	Banish'd: 1
palpable: 1
knights.: 1
blamed: 1
knights,: 2
kept: 3
thy: 361
auspicious: 1
ALBANY	Wisdom: 1
humble: 1
Mine: 1
stay'd: 2
insupportable!: 1
	Else: 3
seest,: 1
humbly: 7
the: 2033
ease?': 1
untangled,: 1
she'll: 7
mingle: 1
indign: 1
bastard!: 2
cap;: 1
gods: 10
Fathom: 1
repose: 1
	Like: 11
word;: 2
	Committed!: 1
farther: 1
IAGO	For: 1
Romeo!: 8
bastard?: 1
may;: 2
may:: 1
Gentleman	Your: 1
	flesh: 1
hurtless: 1
hills: 2
	Sojourn: 1
	Either: 9
compeers: 1
nigh,: 1
exalt: 1
CORNWALL	Bind: 2
chides: 1
board: 1
fares: 3
righteous: 1
DESDEMONA	Come: 1
seaside,: 1
OTHELLO	[Striking: 1
atomies: 1
others': 1
swear,: 4
horse?: 1
	ruinous: 1
looks: 11
	arithmetic!: 1
regard: 1
know;: 4
sieges,: 1
cape: 1
swear?: 1
retreat: 1
OTHELLO	Give: 2
cap]: 1
	man: 2
	his: 7
hill?: 1
porridge;: 1
peascod.: 1
country,: 1
evidence.: 1
daughter?: 5
	I'll: 39
night: 55
	him: 3
hill,: 1
	I'ld: 5
EMILIA	By: 1
Now,: 17
shame,: 7
sends: 1
daughters.: 4
loving.: 1
born: 7
bore: 2
know,: 12
denies: 1
tonight,: 1
LAURENCE	Romeo!: 1
tonight.: 1
Fool	Nuncle: 1
purple: 1
MONTANO	Othello's: 1
be:: 4
gentle.: 1
offences,: 1
LAURENCE	Romeo,: 1
OSWALD,: 2
Let: 14
month.: 1
	Love: 3
gastness: 1
EMILIA	Disprove: 1
drink: 8
Are: 3
OSWALD]: 11
o'er-perch: 1
Nurse	Tybalt: 1
defend: 7
	merit,: 1
confer: 1
web,: 1
OSWALD	Well,: 1
send.: 1
Fool	Mark: 1
post: 3
business,: 4
intentively:: 1
	why,: 1
proceed: 4
spies:: 1
eye-sight,: 1
theirs: 1
	general: 1
divide:: 1
gentler: 2
dined: 1
	Hast: 5
Doctor	So: 1
cry?: 1
snow;: 1
ROMEO	Go: 1
mantle: 1
Make: 1
sparing: 1
bound: 16
frize;: 1
cry,: 1
EDGAR	Tom's: 1
cry.: 2
GRATIANO	Cassio!: 1
cries.: 1
cries,: 1
business:: 1
JULIET	Then,: 1
needle:: 1
sojourn,: 1
stumble: 1
MONTANO	And: 1
	dragon's: 1
prisoner]: 1
deal: 7
altitude: 1
loss,: 3
sovereign: 1
fight: 2
why,: 13
quirks: 1
way: 29
REGAN	One: 1
	Direct: 1
was: 147
war: 3
him.': 1
lowest: 1
mix'd!: 1
same?: 1
prisoner?: 1
diligence: 1
	lord,: 1
converse: 2
criest: 1
stake:: 1
murders,: 1
observances: 1
same.: 3
same,: 2
	Shame: 1
same!: 1
true: 32
consideration,: 1
absent: 2
JULIET]: 7
mi.: 1
dew,: 1
suppertime,: 1
dew.: 1
crystal: 1
IAGO	Despise: 1
odds;: 1
odds:: 1
daughters: 9
say,--as: 1
dew;: 1
guesses: 1
score,: 1
brother?: 1
score.: 1
angelical!: 1
brother;: 2
IAGO	Demand: 1
dear: 55
funeral;: 1
promised: 2
brother!: 3
brother.: 4
CAPULET	All: 1
brother,: 5
face: 14
CAPULET	You: 1
song.: 1
Musician	I: 1
	Let's: 3
husbands': 1
pitch,: 1
	Parted: 1
disloyal: 1
husbands,: 1
bed,: 18
fig's-end!: 1
fall'n.: 1
holding: 1
fall'n,: 1
test: 1
bed:: 1
husbands;: 1
tripped: 2
	Swear: 1
scored: 1
immediate: 1
brothers: 2
o'clock: 1
ours:: 1
flay: 1
welcome: 3
polite: 1
mightily: 1
let's: 16
	enrich: 1
dissipation: 1
LEAR	Do: 2
stoccata: 1
embay'd,: 1
bed]: 1
promise.: 2
ambition: 2
repliest!: 1
	liars,: 1
EMILIA	It's: 1
LEAR	Now,: 3
unsanctified: 1
methinks,: 2
beds: 1
loyal: 2
GRATIANO	I: 2
antres: 1
fore-finger: 1
Sagittary,: 1
precedent: 1
CURAN	a: 1
ROMEO	And: 6
	Beyond: 2
Citizens,: 2
	observation: 1
bringing: 1
dew-dropping: 1
Cynthia's: 1
brow;: 1
brow:: 1
battle: 4
Prince,: 2
	[Dies]: 7
devoted: 1
certainly: 2
Paris:: 3
OTHELLO	Out,: 1
proclaim'd;: 1
sloth,: 1
invested,: 1
drunkards: 1
perceive,: 2
must: 133
Pillicock-hill:: 1
turn.: 1
turn,: 4
text: 1
	brought: 1
	at: 3
VI	A: 1
	Delighted: 1
division: 3
	Betroth'd: 1
	Lurk,: 1
Fool	Thou: 2
conferr'd: 1
IAGO	With: 2
unprized: 1
sir-reverence: 1
mine,: 9
trouble: 8
blast: 3
brows: 3
GLOUCESTER	Were: 1
JULIET	What's: 2
soul's: 1
perceived: 1
EDMUND	The: 2
presented: 1
turns: 5
auld: 1
chid'st: 1
BENVOLIO	We: 1
	opportunity.: 1
a'?: 1
IAGO	Virtue!: 1
	ensnare: 1
note;: 1
take?: 1
traitor: 2
drunkard!: 1
horses?: 1
added: 2
CASSIO	Rub: 1
appear,: 1
brave: 6
briefness: 1
IAGO	Alas,: 1
suffers.: 1
	Doth: 11
discover: 3
Free-town,: 1
gore-blood;: 1
cost: 2
DESDEMONA	: 14
tyranny;: 1
brain:--but,: 1
excess,: 1
spiders': 1
tempest: 4
	Unfriended,: 1
curse: 6
appear: 6
heaviness: 1
avouch: 1
	graves.: 1
squires;: 1
DESDEMONA,: 10
curst: 1
	sister: 1
flame,: 1
safety,: 1
	Should: 14
satisfy: 1
DESDEMONA]: 4
EMILIA	My: 3
unsure: 1
Luccicos,: 1
remotion: 1
disclaim: 1
repent.: 1
shape: 9
gorge: 1
roaring: 4
appears: 6
change: 13
Emilia;: 2
daughters:: 1
	Well: 3
oak,: 1
flames: 1
curs!: 1
joint-stools,: 1
trial: 1
Emilia.: 1
	Create: 1
Emilia,: 3
Dear: 1
wolf,: 1
	Gentle,: 1
OTHELLO	Heaven: 1
MONTANO: 3
filches: 1
tower;: 1
cloak: 2
industry,: 1
felt.: 2
Man	Madman: 1
told,: 2
felt:: 1
	'Your: 1
EMILIA,: 3
farms,: 1
SAMPSON	I: 3
visage: 2
mouse,: 3
heaven: 52
Cordelia!: 3
Cordelia.: 4
Blanch,: 1
Cordelia,: 5
SAMPSON	|: 1
mouse!: 1
woman!: 5
word.: 9
live: 26
EMILIA	: 4
ripening: 1
Cordelia?: 1
Cordelia:: 1
slays: 1
gentlemen!: 3
soft,: 1
entrance: 1
roar;: 1
'havior: 1
wrath!: 2
wrath.: 1
wrath,: 1
	'Twas: 3
soft!: 2
GONERIL	We: 1
Spit,: 1
sanctimony: 1
BIANCA	Save: 1
king,--in: 1
gentlemen;: 2
wrath;: 1
gentlemen?: 1
daughter:: 4
for't!: 1
resign;: 1
nobleness:: 1
subscription:: 1
cap: 1
for't.: 6
	Fortune,: 2
angel!: 1
	Pre-eminence,: 1
purge: 1
gathers: 1
angel;: 1
can: 94
slay;: 1
	Pray,: 1
speedy,: 1
breeds: 2
spy: 5
ROMEO	Do: 1
hears: 3
GONERIL	[To: 1
IAGO	So: 1
	Shapes: 1
heard: 21
fortunes: 11
think,--tell: 1
necessary.: 1
Desdemona: 16
EDMUND	When: 1
Caius?: 1
chid: 1
restitution: 1
MONTAGUE	Not: 1
conquest,: 1
bleeding,: 1
PARIS	Thy: 1
fortunately: 1
spreads: 1
nose;: 1
freezes: 1
write: 9
GLOUCESTER	(GLOUCESTER:): 1
despair: 1
trumpet,: 1
(Apothecary:): 1
trumpet.: 2
trumpet!: 1
nose,: 1
ornaments,: 1
fortune!: 3
wrong'st: 1
trumpet]: 3
bawd: 1
hear?: 2
twain.: 1
fortune,: 6
hear;: 2
fortune.: 3
produce: 2
hear!: 1
stirs.: 1
hear,: 5
	approves: 1
GONERIL	This: 3
lifting: 1
Balthasar!: 1
disposition:: 1
taking!: 1
stray,: 1
civility,: 1
noses: 2
relieved.: 1
	Stood: 2
candles: 1
trumpets: 1
taking.: 1
writ:: 1
	flown,: 1
Hail: 1
LEAR	First: 1
gavest: 5
disposition,: 2
offend: 4
writ,: 2
Apothecary	Put: 1
writ.: 2
	Holla: 1
JULIET	Romeo!: 1
no.: 4
indeed: 9
	child.: 1
BENVOLIO	Come,: 2
raised: 8
purse,: 2
brain: 4
stile: 1
no?: 2
no:: 4
no;: 3
cold: 11
still: 27
tail;: 2
birds: 2
trifle: 3
burst!: 1
conjunct: 2
Dover,: 4
prosper!: 1
bucklers]: 1
willow: 1
low!: 1
burst,: 1
moonshine's: 1
forms: 2
perceived:: 1
window: 2
Dover;: 1
Dover?: 4
won,: 1
prosper:: 1
feats: 1
	Soon: 2
spirits.: 1
spirits,: 3
CORDELIA	'Tis: 1
obedience.: 1
	Found: 2
obedience,: 1
rake: 1
bird!: 1
IAGO	I: 27
seal'd,: 1
bird;: 1
CASSIO	Why,: 3
half: 20
not: 677
obedience?: 1
R.: 1
now: 84
provision: 3
hall: 3
nor: 72
wont: 2
down: 29
hereafter,: 1
likeness.: 1
	oath: 1
flood-gate: 1
streaks: 2
thankful: 1
servant: 6
filch: 1
drop: 4
form,: 3
	Olympus-high: 1
bursts: 1
hereafter:: 1
stubbornness,: 1
Mahu,: 1
for?: 1
entirely: 1
	gave: 1
vexation: 1
	elder: 1
tyrant's: 1
liking.: 1
PARIS	This: 1
fired: 1
another's: 4
challenged: 1
joint-stool.: 1
advantage.: 1
advantage,: 1
	[Music]: 1
perdurable: 1
OSWALD	This: 1
forefather's: 1
year: 4
foes.: 1
hymns: 1
duke's:: 1
bauble: 1
EMILIA	Is: 2
shown: 3
wax;: 1
vanquish'd,: 1
shadowing: 1
kingdom;: 2
kingdom:: 2
palace.: 4
	Judge: 1
looking: 1
could:: 1
control.: 1
wax,: 1
	Guards,: 1
wax.: 1
sake!: 1
	Cuts: 1
fire!: 3
MONTAGUE	O,: 1
(PAGE:): 1
yea,: 1
carp: 1
yea.: 1
Almain;: 1
fire,: 8
LODOVICO	Now: 1
fire.: 1
cut: 11
'Sweet: 1
sugar,: 1
Stand: 2
saint-seducing: 1
	Sans: 1
challenge;: 1
	(Third: 4
fire;: 1
ESCALUS	prince: 1
care: 12
show,: 1
bitterness.: 1
show.: 1
	[Bell: 1
show!: 2
honest: 33
seest: 1
word?: 3
	Never: 3
MONTAGUE	Both: 1
perfection.: 1
SAMPSON	Draw,: 1
outcry: 1
profess: 4
suffice: 1
deliver'd: 1
blind: 5
	Man: 1
flying: 1
flower,: 1
brain?: 1
flower.: 3
mayst: 4
There: 6
	too: 3
lovers': 6
flower;: 1
selves,: 1
directly: 2
restrain'd: 1
rind: 1
DESDEMONA	Worse: 1
lark,: 3
'em: 4
sheep: 3
bound.: 2
silent: 2
device,: 1
thankless: 1
robb'd,: 1
	friendship: 1
LEAR	How's: 1
Lieutenant: 2
tragic: 1
	Tell: 3
Anthropophagi: 1
robb'd;: 1
CORDELIA,: 6
friend: 14
upbraids: 2
pomp: 1
deficient,: 1
that: 695
brains: 3
pelting: 2
duke's: 5
ALBANY	Half-blooded: 1
counter-caster,: 1
pots,: 1
wed;: 1
variable.: 1
punishment: 2
Musicians]: 3
peck: 1
than: 119
creature!': 1
esperance,: 1
	Both: 3
Servant	Away: 1
to-morrow,: 2
'Tis: 10
to-morrow.: 3
wilt,: 2
wilt.: 1
	(Knight:): 1
truly.: 1
fruits: 2
BALTHASAR	[Aside]: 1
to-morrow?: 1
	Ho,: 1
to-morrow:: 5
to-morrow;: 1
(Gentleman:): 1
surfeited: 1
profitless.: 1
angel: 2
think!--: 1
correction: 1
CAPULET	We: 3
Call: 3
	affection: 1
anger: 6
recover: 2
once.: 1
	Detains: 1
snorting: 1
armed,: 1
armed.: 1
slave!: 3
	received: 1
ROMEO	Farewell,: 1
passion!--: 1
slave,: 6
ROMEO	Farewell!: 1
	Until: 2
what?: 7
beggarly: 2
	Search: 1
armed:: 1
slave;: 3
cheeks,: 5
topping: 1
prick: 1
CORDELIA	So: 1
lie.: 6
price: 2
propriety.: 1
cheeks!: 2
MERCUTIO	A: 3
coxcomb!: 1
lie,: 7
cheeks;: 1
impossible.: 2
Clown]: 3
privately: 1
treason;: 2
housewifery,: 1
	Pitiful: 1
egg: 3
coffers:: 1
superflux: 1
thousands:: 1
dash'd: 1
sunset: 1
as't: 1
treason.: 1
	Holding: 1
trump,: 1
honour.: 2
foaming: 1
	devil?: 1
honour!: 1
fortification,: 1
while,: 2
honour:: 1
honour;: 1
interprets:: 1
	Lo,: 1
what.: 3
pride!: 1
paradoxes: 1
ground: 6
woes!: 1
invited,: 1
comes.: 4
title: 3
loser.: 1
saints: 2
distaff: 1
woes,: 3
only: 14
	All,: 1
stain: 2
kiss,: 2
seen.: 1
seen,: 3
BRABANTIO	Down: 1
LEAR	By: 1
drown'd: 2
JULIET	[Aside]: 1
truly: 10
whiles: 1
loath: 1
beggarly,: 1
cannot: 59
main,: 2
weapon'd;: 1
Gentleman	We'll: 1
	love: 2
honours: 3
stiff;: 1
	Dukes: 1
friends;: 2
friends:: 2
renown'd: 1
Pardon: 2
next,: 1
medlar: 1
next.: 1
breeches: 1
saint,: 4
Florentine: 1
friends,: 7
friends.: 3
friends!: 2
SAMPSON	True;: 1
	Alla: 1
	Deny: 1
reels: 1
shallow,: 1
tomb,: 3
	Intelligent: 1
burst: 1
hurt,: 2
EDGAR	Come: 1
	Suspend: 1
dog-hearted: 1
tranquil: 1
did:: 1
famine: 1
ruffian'd: 1
MERCUTIO	That's: 1
asleep: 2
hell: 2
foppery: 1
sport: 6
hurt:: 2
	Leave,: 1
come,: 27
suspects: 1
come.: 7
wheel!: 1
Infect: 1
	fain: 1
come!: 2
abuses:: 1
wearing,: 1
come?: 5
complexion: 1
come;: 7
come:: 4
abuses,: 1
reside,: 1
house: 21
whipped: 5
notice: 2
gross!: 1
severally]: 3
	bones,: 1
souls!--: 1
prettiest: 2
Fool	Then,: 1
pluck: 6
blame: 7
hurts: 2
broil: 1
	ye,: 1
	fiends: 1
nobles;: 1
element's: 1
court'sy.: 1
colour.: 1
VII	Gloucester's: 1
But,: 7
	Please: 1
pray: 40
fought,: 1
fought.: 1
comes: 59
suspect.: 1
courtesy,: 3
impediments: 1
Death: 4
madness: 3
BENVOLIO	Stop: 1
pestilent: 3
	past: 1
Nurse	Marry,: 4
dispatch: 3
KENT	Pray,: 1
Aleppo: 1
wound.: 1
learning: 1
disgrace: 1
fruitful: 1
EMILIA	O,: 6
	Forced: 1
highness.: 1
ALBANY	Save: 1
tender-hefted: 1
charnel-house,: 1
	flatterer:: 1
	crack: 1
highness': 2
crum,: 1
absence: 1
Watchman:): 3
	votarist:: 1
Servingmen,: 1
injury.: 1
dangers: 2
	Some: 26
	attending]: 1
sisterhood: 1
thrice-driven: 1
	[Third: 1
likelihood?: 1
sigh'd,: 1
MONTANO,: 3
attach.: 1
bang'd: 1
	courtesy!: 1
esteems: 1
pastry.: 1
rabble: 1
	unhappy: 1
moreover,: 1
fangs.: 1
four--: 1
instant: 8
eloquence.: 1
	Wert: 1
	press-money.: 1
BENVOLIO	Romeo,: 1
danger,: 1
full,: 1
danger.: 2
BENVOLIO	Romeo!: 1
